,image_path,label
26345,/home/dogoulis/WORKSPACE/data/stylegan2_new/60940.png,1
48598,/home/dogoulis/WORKSPACE/data/stylegan2_new/67070.png,1
23092,/home/dogoulis/WORKSPACE/data/stylegan2_new/80634.png,1
48408,/home/dogoulis/WORKSPACE/data/stylegan2_new/76766.png,1
39611,/home/dogoulis/WORKSPACE/data/stylegan2_new/80672.png,1
67052,/home/dogoulis/WORKSPACE/data/stylegan2_new/88156.png,1
56472,/home/dogoulis/WORKSPACE/data/stylegan2_new/68949.png,1
34067,/home/dogoulis/WORKSPACE/data/stylegan2_new/77233.png,1
16080,/home/dogoulis/WORKSPACE/data/stylegan2_new/104107.png,1
9749,/home/dogoulis/WORKSPACE/data/stylegan2_new/76131.png,1
1600,/home/dogoulis/WORKSPACE/data/stylegan2_new/95810.png,1
48544,/home/dogoulis/WORKSPACE/data/stylegan2_new/96061.png,1
20605,/home/dogoulis/WORKSPACE/data/stylegan2_new/74058.png,1
39683,/home/dogoulis/WORKSPACE/data/stylegan2_new/69617.png,1
30570,/home/dogoulis/WORKSPACE/data/stylegan2_new/86422.png,1
41171,/home/dogoulis/WORKSPACE/data/stylegan2_new/78454.png,1
64626,/home/dogoulis/WORKSPACE/data/stylegan2_new/94818.png,1
22378,/home/dogoulis/WORKSPACE/data/stylegan2_new/112411.png,1
6091,/home/dogoulis/WORKSPACE/data/stylegan2_new/109087.png,1
20356,/home/dogoulis/WORKSPACE/data/stylegan2_new/101320.png,1
28923,/home/dogoulis/WORKSPACE/data/stylegan2_new/95188.png,1
60543,/home/dogoulis/WORKSPACE/data/stylegan2_new/117226.png,1
35259,/home/dogoulis/WORKSPACE/data/stylegan2_new/113375.png,1
9403,/home/dogoulis/WORKSPACE/data/stylegan2_new/76038.png,1
69841,/home/dogoulis/WORKSPACE/data/stylegan2_new/61431.png,1
28446,/home/dogoulis/WORKSPACE/data/stylegan2_new/54416.png,1
12425,/home/dogoulis/WORKSPACE/data/stylegan2_new/103088.png,1
25900,/home/dogoulis/WORKSPACE/data/stylegan2_new/53628.png,1
67371,/home/dogoulis/WORKSPACE/data/stylegan2_new/119278.png,1
19968,/home/dogoulis/WORKSPACE/data/stylegan2_new/60977.png,1
26086,/home/dogoulis/WORKSPACE/data/stylegan2_new/113225.png,1
47324,/home/dogoulis/WORKSPACE/data/stylegan2_new/57466.png,1
2897,/home/dogoulis/WORKSPACE/data/stylegan2_new/89962.png,1
110,/home/dogoulis/WORKSPACE/data/stylegan2_new/105381.png,1
5070,/home/dogoulis/WORKSPACE/data/stylegan2_new/55687.png,1
29859,/home/dogoulis/WORKSPACE/data/stylegan2_new/57435.png,1
43745,/home/dogoulis/WORKSPACE/data/stylegan2_new/106757.png,1
26420,/home/dogoulis/WORKSPACE/data/stylegan2_new/88896.png,1
63073,/home/dogoulis/WORKSPACE/data/stylegan2_new/73987.png,1
66890,/home/dogoulis/WORKSPACE/data/stylegan2_new/71108.png,1
32768,/home/dogoulis/WORKSPACE/data/stylegan2_new/52493.png,1
48844,/home/dogoulis/WORKSPACE/data/stylegan2_new/91125.png,1
66625,/home/dogoulis/WORKSPACE/data/stylegan2_new/69152.png,1
42421,/home/dogoulis/WORKSPACE/data/stylegan2_new/65856.png,1
62656,/home/dogoulis/WORKSPACE/data/stylegan2_new/72180.png,1
65795,/home/dogoulis/WORKSPACE/data/stylegan2_new/52137.png,1
43875,/home/dogoulis/WORKSPACE/data/stylegan2_new/60020.png,1
37987,/home/dogoulis/WORKSPACE/data/stylegan2_new/88351.png,1
14385,/home/dogoulis/WORKSPACE/data/stylegan2_new/78983.png,1
41778,/home/dogoulis/WORKSPACE/data/stylegan2_new/113165.png,1
33116,/home/dogoulis/WORKSPACE/data/stylegan2_new/109417.png,1
64598,/home/dogoulis/WORKSPACE/data/stylegan2_new/109995.png,1
8668,/home/dogoulis/WORKSPACE/data/stylegan2_new/115518.png,1
32218,/home/dogoulis/WORKSPACE/data/stylegan2_new/103254.png,1
49817,/home/dogoulis/WORKSPACE/data/stylegan2_new/51784.png,1
1952,/home/dogoulis/WORKSPACE/data/stylegan2_new/91840.png,1
15282,/home/dogoulis/WORKSPACE/data/stylegan2_new/56208.png,1
17331,/home/dogoulis/WORKSPACE/data/stylegan2_new/115783.png,1
35180,/home/dogoulis/WORKSPACE/data/stylegan2_new/51989.png,1
69088,/home/dogoulis/WORKSPACE/data/stylegan2_new/117574.png,1
8047,/home/dogoulis/WORKSPACE/data/stylegan2_new/71294.png,1
64709,/home/dogoulis/WORKSPACE/data/stylegan2_new/117840.png,1
68586,/home/dogoulis/WORKSPACE/data/stylegan2_new/112625.png,1
26185,/home/dogoulis/WORKSPACE/data/stylegan2_new/83065.png,1
29293,/home/dogoulis/WORKSPACE/data/stylegan2_new/94433.png,1
5397,/home/dogoulis/WORKSPACE/data/stylegan2_new/106660.png,1
36517,/home/dogoulis/WORKSPACE/data/stylegan2_new/66093.png,1
57311,/home/dogoulis/WORKSPACE/data/stylegan2_new/71024.png,1
11024,/home/dogoulis/WORKSPACE/data/stylegan2_new/86962.png,1
9053,/home/dogoulis/WORKSPACE/data/stylegan2_new/76621.png,1
15456,/home/dogoulis/WORKSPACE/data/stylegan2_new/103355.png,1
3987,/home/dogoulis/WORKSPACE/data/stylegan2_new/57203.png,1
21525,/home/dogoulis/WORKSPACE/data/stylegan2_new/116263.png,1
58628,/home/dogoulis/WORKSPACE/data/stylegan2_new/71323.png,1
67838,/home/dogoulis/WORKSPACE/data/stylegan2_new/85748.png,1
20495,/home/dogoulis/WORKSPACE/data/stylegan2_new/92797.png,1
19545,/home/dogoulis/WORKSPACE/data/stylegan2_new/87183.png,1
49842,/home/dogoulis/WORKSPACE/data/stylegan2_new/82906.png,1
48766,/home/dogoulis/WORKSPACE/data/stylegan2_new/59548.png,1
54761,/home/dogoulis/WORKSPACE/data/stylegan2_new/64166.png,1
21889,/home/dogoulis/WORKSPACE/data/stylegan2_new/101078.png,1
21137,/home/dogoulis/WORKSPACE/data/stylegan2_new/68637.png,1
54675,/home/dogoulis/WORKSPACE/data/stylegan2_new/110426.png,1
48224,/home/dogoulis/WORKSPACE/data/stylegan2_new/101120.png,1
49450,/home/dogoulis/WORKSPACE/data/stylegan2_new/52059.png,1
14328,/home/dogoulis/WORKSPACE/data/stylegan2_new/67156.png,1
42237,/home/dogoulis/WORKSPACE/data/stylegan2_new/88511.png,1
16941,/home/dogoulis/WORKSPACE/data/stylegan2_new/84083.png,1
68168,/home/dogoulis/WORKSPACE/data/stylegan2_new/99642.png,1
40768,/home/dogoulis/WORKSPACE/data/stylegan2_new/86112.png,1
17010,/home/dogoulis/WORKSPACE/data/stylegan2_new/63813.png,1
5208,/home/dogoulis/WORKSPACE/data/stylegan2_new/61022.png,1
55154,/home/dogoulis/WORKSPACE/data/stylegan2_new/81004.png,1
3975,/home/dogoulis/WORKSPACE/data/stylegan2_new/52595.png,1
58011,/home/dogoulis/WORKSPACE/data/stylegan2_new/91882.png,1
42818,/home/dogoulis/WORKSPACE/data/stylegan2_new/87953.png,1
21061,/home/dogoulis/WORKSPACE/data/stylegan2_new/86697.png,1
25998,/home/dogoulis/WORKSPACE/data/stylegan2_new/52672.png,1
13275,/home/dogoulis/WORKSPACE/data/stylegan2_new/51982.png,1
28781,/home/dogoulis/WORKSPACE/data/stylegan2_new/118744.png,1
8904,/home/dogoulis/WORKSPACE/data/stylegan2_new/78839.png,1
69059,/home/dogoulis/WORKSPACE/data/stylegan2_new/66311.png,1
36046,/home/dogoulis/WORKSPACE/data/stylegan2_new/55825.png,1
52340,/home/dogoulis/WORKSPACE/data/stylegan2_new/94580.png,1
25886,/home/dogoulis/WORKSPACE/data/stylegan2_new/66442.png,1
12522,/home/dogoulis/WORKSPACE/data/stylegan2_new/57546.png,1
7982,/home/dogoulis/WORKSPACE/data/stylegan2_new/84370.png,1
55536,/home/dogoulis/WORKSPACE/data/stylegan2_new/109916.png,1
2012,/home/dogoulis/WORKSPACE/data/stylegan2_new/98102.png,1
36945,/home/dogoulis/WORKSPACE/data/stylegan2_new/112861.png,1
31016,/home/dogoulis/WORKSPACE/data/stylegan2_new/69735.png,1
31681,/home/dogoulis/WORKSPACE/data/stylegan2_new/112272.png,1
62563,/home/dogoulis/WORKSPACE/data/stylegan2_new/61190.png,1
59013,/home/dogoulis/WORKSPACE/data/stylegan2_new/86760.png,1
60479,/home/dogoulis/WORKSPACE/data/stylegan2_new/68080.png,1
26897,/home/dogoulis/WORKSPACE/data/stylegan2_new/69186.png,1
10115,/home/dogoulis/WORKSPACE/data/stylegan2_new/88137.png,1
44121,/home/dogoulis/WORKSPACE/data/stylegan2_new/50231.png,1
42883,/home/dogoulis/WORKSPACE/data/stylegan2_new/67731.png,1
